planet_ID,T_q1,T_q2,T_q3,log_H2O_q1,log_H2O_q2,log_H2O_q3,log_CO2_q1,log_CO2_q2,log_CO2_q3,log_CH4_q1,log_CH4_q2,log_CH4_q3,log_CO_q1,log_CO_q2,log_CO_q3,log_NH3_q1,log_NH3_q2,log_NH3_q3
17296,1761.973779310372,1786.6148448306599,1811.6526717173597,-5.764755547204387,-5.668203405700916,-5.5777878574499615,-8.139107046533374,-7.7819699049849005,-7.511618488976498,-5.14702238123581,-5.086667990846469,-5.0245255139281335,-10.183719646095037,-6.722408596789163,-5.111937433126202,-11.160720151455411,-9.369333672454935,-7.498884496839613
17297,970.0474354643557,988.3495790457113,1005.8491860346448,-10.835236513533658,-8.548736828665804,-6.478141546411366,-7.2511086033978245,-6.7850818886227025,-6.421458077079584,-3.9986954470187284,-3.942174383581243,-3.8806754222594404,-3.859503817437269,-3.3961512731320465,-2.955773708733352,-11.035618369926095,-8.702117687876296,-6.783100842868112
17298,1912.0565929422735,1938.3391477324762,1962.986876949279,-11.03663197608096,-9.213817540645232,-7.4905712640638775,-11.146027290449567,-9.393499289483346,-8.2726984094764,-5.302252829264757,-5.237943633633305,-5.178218873614231,-8.682205295574505,-5.900897481793968,-5.003384782972217,-6.585336315839824,-6.326886067791855,-6.17195069992922
17299,1274.3932379816852,1291.933663363773,1310.5340972811973,-4.907568418368604,-4.822794168350629,-4.735249521004719,-4.583443359390734,-4.457225377374125,-4.338320257911653,-6.189366982336851,-5.988102207265092,-5.822362345246851,-10.759111365158384,-7.935041916869265,-5.155910913752983,-5.40837185467802,-5.337304559953509,-5.272494940131228
17300,2516.722537721826,2561.1222046924736,2607.5164594446996,-3.2764745158085864,-3.186976651117267,-3.0977990842778054,-5.865809396921197,-5.503877284360105,-5.223557851123941,-10.851630081935122,-8.526863574784345,-5.956470574320238,-10.68607679764083,-7.638431287062938,-4.328262496920506,-10.783366773495949,-8.48300342822972,-6.097833637123744
17301,827.0688638430223,840.3747495767257,854.6646498952895,-10.98875654147742,-8.672758816704821,-6.39220137210701,-4.10526051985506,-3.970170261729278,-3.8322141621119585,-3.5787771430440922,-3.5005330331596305,-3.4305019286658287,-10.50760143122708,-7.512605218914835,-4.853600975190907,-10.809782585476457,-8.513118001111533,-6.496484876351817
17302,1004.3842824758317,1027.8893254112943,1047.1704167406788,-5.766939226991109,-5.537709371081039,-5.349169334509959,-8.015901882520994,-7.51958836255205,-7.159704887550108,-4.827502119806054,-4.734926514682325,-4.640445809573808,-8.89682670934984,-5.509679020354727,-4.595280706677808,-11.07033952983762,-9.011976090896743,-7.184431333716962
17303,2056.1162458662134,2083.8760351478063,2114.436315215209,-3.882828642022629,-3.818279097470631,-3.752688231271124,-9.427294813230422,-7.034850397749618,-6.620881027641735,-9.870355271537031,-6.187084348216287,-5.520376576176526,-9.885374988797501,-5.6887911011671495,-3.971628273868724,-10.713658392793116,-8.419384503855877,-6.190123938084243
17304,4322.472446296525,4424.567329894442,4526.816524157257,-10.989429419257407,-8.687294874104994,-6.715434161987097,-11.175071617950332,-9.437006159759052,-7.834501643042698,-3.7197054051520375,-3.6378394026639738,-3.5603182274970364,-3.8844208425742,-3.469147248671501,-3.0745767178230827,-10.833861567948142,-8.845474884918705,-6.523584056986084
17305,2269.3606177345023,2281.94086719809,2295.5351293235153,-3.227265238979649,-3.191281272451962,-3.1537719459466516,-5.552781390409777,-5.475331222180399,-5.407919015021576,-5.272062380061094,-5.009764400963694,-4.850093112452455,-6.934437034708574,-4.6524851114279455,-4.283359582010521,-4.132505275982427,-4.085916991874044,-4.037496364815709
17306,1488.569323617405,1489.2099467616324,1489.9041494559685,-11.2542177238005,-9.468651885619431,-7.757936587988757,-4.184469826454324,-4.162014157725606,-4.141147986200134,-5.256722738095534,-5.230798454493417,-5.205025264772044,-4.053651132169092,-4.024329654929731,-3.9975477254690825,-5.303875087630432,-5.2861966801731874,-5.267474685860164
17307,712.9170205787652,728.4613415073983,743.7396049361332,-5.989123938326755,-5.776202037287942,-5.572653358120408,-6.574333182652067,-6.293767497148014,-6.042365094182916,-11.313600296469948,-9.795378536743048,-8.229540036172292,-4.162905836336444,-3.8104307176854113,-3.456852543255482,-5.576536256985154,-5.4644097887042475,-5.3627601419824416
17308,283.9083521810078,288.3048325684356,292.6944950487721,-5.467023242963366,-5.313115495612605,-5.163682360112093,-4.877890022085219,-4.6535168147610255,-4.436894942734726,-6.526450705967894,-6.2857036593972495,-6.082581383785031,-5.66748495173561,-5.29568084753841,-4.943298403287877,-11.330315292835408,-9.884755482547616,-8.219520558573908
17309,887.280493029008,903.269258075333,919.5284331350942,-10.38933334729223,-7.282788548741936,-5.7368622552731345,-9.039886661667964,-7.491880902183582,-6.939748540530821,-4.346240128652185,-4.274861198641259,-4.2002434215022015,-9.094276897786745,-5.45736154531057,-4.389367506913942,-5.408508047314579,-5.308975144169617,-5.213689289766555
17310,806.4168415886662,814.7658218084482,823.4523775215938,-11.247801915452586,-9.46198699060468,-7.5629301055850195,-6.573524030953725,-6.414115034170597,-6.250061970255834,-4.624685700464656,-4.58224177032847,-4.540498557821326,-6.020696808105168,-5.225676680441367,-4.716511950279253,-11.320730376964596,-9.718912315718873,-8.048131834637243
17311,664.650241430994,677.152053837654,689.0858778142733,-11.007752786077537,-8.882584842027047,-6.859745489828476,-11.214626974987235,-9.630496806981647,-8.14075619722587,-4.915608274528135,-4.805213109552787,-4.694044420423846,-4.417983586366529,-3.9278761624663585,-3.4340423200246484,-4.4258244621668625,-4.354434081325916,-4.2748726632534
17312,1716.7589795874246,1748.2239525205275,1780.6438447274065,-11.143692376391776,-9.261986916481925,-7.31938477726351,-7.918066817986673,-7.341776934426375,-7.038628370425716,-4.7869443004367005,-4.72639661399663,-4.665337707793571,-9.60804279340684,-5.719338404226338,-4.1594348359500675,-5.952063500663175,-5.809171855828896,-5.695319645678788
17313,591.602907102566,597.9524425061106,604.7988485391606,-3.2635736637783266,-3.1978129977642564,-3.1387706994794367,-4.992399091289149,-4.816396426307849,-4.662426658959661,-11.146583783655288,-9.267285796540493,-7.692908296431536,-10.77480688918461,-7.759177527779931,-5.312343914369286,-10.809214392029022,-8.656772367302784,-6.988185585177167
17314,3921.371058283853,3978.300835876749,4034.081320637074,-5.617721644084999,-5.574085823822714,-5.531728593624156,-7.779575050668563,-7.390312152493873,-7.15060023797951,-5.341950393762059,-5.262574629626948,-5.188434461762222,-3.332961702211875,-3.213078441134418,-3.0850252323722667,-11.136809240112965,-8.98177561666365,-7.087808741990252
17315,1878.3904095265661,1918.3963874857461,1955.1310195619083,-11.020570314386438,-9.237939875315215,-7.394791514556646,-4.97929434401611,-4.850779715406236,-4.716047567141303,-9.40857095458474,-6.770264107905657,-6.357357824059494,-10.244457238973611,-6.933272409496661,-4.374442776848394,-5.387880839112395,-5.329240019669579,-5.26701892256379
17316,3133.5326332354316,3172.8241882865764,3213.63737924177,-10.989168665755312,-8.971811624284339,-6.936667697120137,-11.351125984971343,-9.731917811000507,-8.124115745852672,-3.5546902699605116,-3.516611047636233,-3.4785334338062097,-4.404420776503209,-4.11577556409663,-3.8466960106692123,-10.874620382155817,-8.60728818711216,-6.527985163303375
17317,635.5136194148511,656.8317890411191,677.5982326229205,-4.814825394348032,-4.624847717923556,-4.420480170106221,-5.91653559881498,-5.62827554822674,-5.3316792991044055,-9.273214737272603,-7.457149005052719,-6.956960110443475,-4.968156303735075,-4.440693219104262,-3.963224403368832,-10.451026776110398,-7.50037488249574,-6.3800612868810305
17318,2662.623517152508,2697.3761008460997,2734.4735719110877,-6.872896186627426,-6.678404038434271,-6.544605326607989,-10.723074936339039,-8.81896140595379,-8.151381585243346,-5.84262624951261,-5.774750676727808,-5.7075236194181125,-5.985283681180454,-5.467253566134207,-5.129965612051237,-11.134835116971793,-9.527313941970377,-7.54101292260594
17319,955.7107046703854,962.4432299821949,969.3308031852424,-11.080497692303375,-9.027847045878099,-6.948963716136932,-5.975695778338163,-5.836962414038759,-5.7121143985365,-3.064014407910038,-3.0291426859081247,-2.9933211421024764,-8.49314072760816,-4.638205441748869,-3.76097838430415,-10.937861807911212,-8.924060634320718,-7.036906720782508
17320,726.2948229532592,733.6098577732678,741.0005895011201,-6.1826226846298225,-5.485944001529374,-5.182854253108929,-6.477574990113407,-6.260002679472013,-6.04763887139745,-3.763412229533182,-3.721709510993402,-3.6770161203748506,-5.5775714787571795,-4.771446813334622,-4.26775205034086,-5.381506213666102,-5.318021290194269,-5.259092047851985
17321,923.8093868366356,943.2741258683774,961.3709436835139,-5.1261543013192075,-5.001416956198095,-4.876035677689996,-9.013169359210536,-8.007984679721492,-7.529033609549352,-6.071752962399903,-5.913142449972503,-5.770561544297913,-5.725981007804201,-4.915384649819627,-4.449437337215999,-5.142225904517261,-5.058922476957848,-4.977352182662378
17322,1400.9533002908152,1416.6631359091812,1431.6138853512032,-11.231016738552286,-9.718816945823221,-8.156271515066123,-5.314462393193952,-5.225997301334148,-5.134638676440893,-10.336304566886282,-7.982487558215052,-7.524082139548003,-9.880176152342502,-6.4726270462776,-4.799905268668052,-10.97396997689722,-9.273663888724892,-7.556276653864385
17323,1907.1620433930755,1949.4701793535842,1989.511635865644,-4.437469871610446,-4.354853503426823,-4.2550913100085275,-7.498606696238045,-6.977149744204832,-6.656068236415236,-5.881609797900173,-5.6626290901331355,-5.477935761383292,-10.354232366320968,-6.975904931933685,-4.3821821331407405,-10.882935722731906,-8.577200113694225,-6.296988739212139
17324,539.324260435041,556.6099840044119,573.2636360321741,-4.139524995420657,-3.9426361625368624,-3.7606153967316707,-10.860069475756472,-9.050358681990026,-7.864004739457926,-11.074438254099192,-9.257843505637537,-7.604166857597162,-9.133729559210503,-6.075294613543716,-5.157176559092144,-4.569163971642198,-4.44387642337307,-4.299865901861342
17325,669.7529694819945,676.6193809225423,683.9880203055516,-7.440241878265799,-6.971858223430553,-6.713199556518255,-5.335342192113766,-5.202805506367239,-5.082475871599769,-11.225120764576722,-9.857164539359042,-8.376687359845562,-10.4882003221491,-7.645602702036536,-5.927168262703631,-11.262433400768353,-9.710696699498738,-8.078318421568367
17326,954.350690726066,969.8139432175718,984.2588947954038,-11.224821657889452,-9.386012937234623,-7.500640628516865,-6.627132553178333,-6.48018819972754,-6.349657499273208,-11.214577366336695,-9.60279204408703,-7.9776730536499425,-10.207306646503215,-7.020947241654445,-5.457593431796956,-4.7996408774561,-4.738920425783795,-4.681338732514387
17327,1297.0442815555311,1319.1151905057914,1339.1927114165344,-4.232828798179645,-4.1566648970670474,-4.076852193250201,-6.931446373258851,-6.700406245476456,-6.471803915969751,-7.8144620369718885,-6.70555432642437,-6.377561787908794,-10.425698911269437,-7.735247689220614,-5.262848442737701,-11.159035460417176,-9.21271084891916,-7.158813097011767
17328,1170.299445682177,1185.9847535485337,1201.8620475955356,-10.756222605585373,-8.149060942314312,-5.831274972797357,-11.103309527258546,-9.55379757873366,-7.902323130860393,-3.425096219047233,-3.363430139654216,-3.298456136081554,-10.443692132833588,-7.542631833409899,-4.553996669399774,-4.380055275011557,-4.30250795804385,-4.215639349375529
17329,2635.2606922391233,2672.4524486534942,2706.506658530462,-5.073231139707319,-5.025539392521346,-4.969208565882739,-11.055546671234454,-9.382181161432346,-7.8443643089942885,-11.04402770980754,-9.263187482553908,-7.209384077653571,-3.376833636759895,-3.1088428243068322,-2.8748412266393006,-10.882875694993219,-9.0595241870983,-6.9927336116742245
17330,729.991003624132,738.7881298097551,748.083772370867,-5.794174238028554,-5.688645100236602,-5.586846141058747,-5.202800750383203,-5.071711435771734,-4.931971507790231,-9.796484908223327,-7.716704636056922,-7.170688185978008,-4.302500620704953,-3.9216421564994204,-3.5883757649769388,-11.229962368876048,-9.701946920641216,-8.006766730048344
17331,993.2301650359773,1006.3240829011079,1019.0303218362783,-4.796577640030892,-4.723499936393053,-4.661475813435571,-5.58996555371819,-5.4719562402458255,-5.350493255826597,-6.736425743687981,-6.451313544870719,-6.246566776672563,-4.837375681029058,-4.248351055323679,-3.7982155911140394,-5.135955004816632,-5.0884606361304305,-5.034203065868548
17332,936.4117923038924,944.4434261309209,952.7543043457807,-4.17801711495735,-4.132202648086195,-4.087943941576588,-6.3416151230402775,-6.2030238447336,-6.073885736018459,-11.210543416873577,-9.39473860348905,-7.751536019161043,-3.948177974626952,-3.6275660420801503,-3.3680859196459862,-11.200302962529534,-9.468249119305378,-7.741115203327136
17333,896.0285504617409,904.3295545212919,912.9374792835539,-11.019114937963097,-8.912610244739495,-7.077780244214796,-8.036317341100334,-7.421376342210277,-7.082360493633416,-4.447622750121857,-4.3967505264475095,-4.3505165437959885,-10.460443354054378,-7.338760694610416,-5.180256186973118,-4.166561917276722,-4.127586681263663,-4.090723522477262
17334,1925.917526610537,1944.9392784244426,1962.9274566702925,-10.845294497354036,-8.346657815702496,-6.239478042857146,-5.822445074176622,-5.686465311156829,-5.563001050822642,-3.5328291727941483,-3.5022889748611488,-3.470448669306405,-8.589191036912638,-4.454691643226322,-3.4129090357506033,-10.69131835993332,-7.78049796596715,-5.69836320122321
17335,513.2902474697127,526.3279279535043,538.5559458434374,-3.92875111460803,-3.7748722330172613,-3.591014852881257,-10.950890659219425,-8.962811858130202,-7.8977360134354715,-11.213104421153078,-9.556478404228695,-7.8615150704316425,-3.5072808099813666,-3.178311236579954,-2.8541267326533406,-4.58819909628778,-4.4654718049499555,-4.330090464446968
17336,1407.9771655901866,1428.1893977119598,1444.9558433425825,-11.053532250951351,-9.057949361289666,-6.874186467952937,-6.173710979397701,-5.988091045937071,-5.82923648587238,-3.9340089914954457,-3.8857957860983374,-3.834053920692482,-10.562874343698985,-7.539999452222836,-4.975087024562555,-11.059945993390437,-9.174905696455099,-7.295732139430462
17337,954.0618271631964,963.6228506716284,973.2488105870816,-11.019416805261487,-9.420252349548162,-7.7480579544742865,-10.696770518098061,-8.966874736247192,-8.291643172339862,-9.96351063241435,-8.61811951681736,-7.879984633917448,-3.7511784967832846,-3.4952043581503798,-3.2418405230043637,-11.262203856255203,-9.805390533215112,-8.147519137535154
17338,674.8972443784178,683.2405422147999,691.6542568201494,-6.564675140980404,-6.374653552010194,-6.2135760734468235,-6.455650634630565,-6.276056830966253,-6.110978358411501,-6.656458882339017,-6.46169545227067,-6.280269211390805,-4.674104738640197,-4.35008956674891,-4.074409964970772,-6.375015290470509,-6.281286907183409,-6.178234752257401
17339,816.4830354656422,828.4868821583904,840.4598723895252,-3.5914734690239967,-3.512478424836642,-3.4269363825901378,-4.69016876680239,-4.534502814507004,-4.375826545663546,-6.324074045549799,-5.9494620617486484,-5.699653827266282,-10.590430978502376,-7.763621329215315,-5.042029944704239,-4.544992088156763,-4.486538499346297,-4.426251424679646
17340,1236.5270137990626,1260.4270242134587,1285.6702833048519,-11.201365801486954,-9.417934381684281,-7.805737181327278,-11.230232902460731,-9.796570622692439,-8.591650664107691,-6.826615052107057,-6.699268704692463,-6.574427343356446,-3.8364508965145636,-3.63073826869189,-3.44105901592035,-6.089290356045893,-5.990168150345137,-5.896586749521005
17341,1070.5903109961525,1078.1128307275658,1085.5601335511747,-6.503971416558497,-6.312530935063004,-6.1658780253845995,-11.191106051999682,-9.712341863208982,-8.731348036373538,-5.095961334372223,-5.059601268199649,-5.0236352679388885,-5.719353116087632,-5.1860568866383705,-4.831701317296176,-11.136289930803743,-9.350737983398682,-7.661172667915733
17342,696.0665836208751,700.7560473216125,705.7813042689733,-8.651994737912862,-7.406754953170317,-7.10183427395224,-9.954890677911886,-8.991173082850905,-8.518397270599072,-6.882590902207334,-6.697605807947687,-6.538837322841526,-4.870550705550637,-4.620853065206267,-4.379875295633465,-11.256234309355875,-9.712182676238404,-8.231180857982896
17343,1405.111750057042,1431.4161568079721,1458.096883436906,-3.589336550079938,-3.486994657181178,-3.376614245212999,-10.685366201997784,-8.149911598800879,-7.195793178290223,-11.016981008699407,-9.217466853992486,-7.406807740493644,-10.355043205758486,-6.667023524431031,-4.304379887332505,-11.045620591409058,-8.987236837977274,-7.116410679456154
17344,2204.014138428965,2230.7334511345402,2258.6679501586864,-10.978535166804342,-9.17329662504818,-7.621971006571421,-4.533489563890461,-4.46031612024306,-4.383831405936874,-11.020343958929926,-9.153575153046559,-7.648490660658992,-9.75053763097997,-5.70720354808527,-4.545176226583167,-11.018083884205618,-8.980941260582533,-7.072328505121402
17345,1012.964158675938,1034.4154678504021,1057.0603484379537,-3.1812141087473216,-3.0690858600338373,-2.9647238480661224,-6.9242212084107315,-6.446610312627798,-6.044654116127124,-5.24329890096324,-5.0936164508984225,-4.948706255385315,-6.070070412280695,-3.688525482590058,-2.9688479258727,-10.516143845901594,-7.218082966720169,-5.528506079867075
17346,455.534399694902,472.4019205481066,489.2703679014813,-11.064733832191727,-8.966076435946109,-7.047658469050736,-6.08970454720893,-5.736917776878518,-5.359423293522577,-5.903499986746358,-5.6860025100576,-5.4695986195073285,-8.450114191330448,-6.253999546086979,-5.524403052403887,-4.694025050373311,-4.541202058159273,-4.380966758136061
17347,1651.665486331747,1679.1040581033908,1707.5976820543153,-5.085655574253691,-5.010667230480873,-4.944447974423281,-4.431227865796812,-4.327378227251016,-4.217920563262115,-10.87409783361079,-8.549254935206807,-7.229125098038741,-10.728140039071265,-8.289172940946143,-5.957171285580156,-11.010360050422987,-9.262848849339354,-7.480702240203276
17348,1535.294556748726,1558.7377890034475,1582.0883445463721,-6.7674740592747025,-6.5487273010131934,-6.389602892936069,-7.675019442339976,-7.447917686124077,-7.243983852652514,-11.300425536948925,-9.861042304436367,-8.378276233615495,-4.315942399612964,-4.026887709809334,-3.7406320345387427,-11.08115756345545,-8.869236367246714,-7.132764663088692
17349,2595.517773134188,2623.094847256445,2650.353473682852,-6.160237484868573,-6.089193762903467,-6.016456081760528,-4.320621898752032,-4.259168248680554,-4.194342428150065,-6.4631516613735585,-6.337533124067184,-6.233006758087391,-5.951586422306984,-5.001898779748998,-4.629535645151756,-11.034527274928069,-9.175873832041455,-7.215949617353543
17350,2012.9791451018973,2048.3483680002782,2081.1834338577487,-4.647495173202129,-4.506775707387865,-4.390657431754795,-9.571680479433894,-7.024187140798266,-6.387059172877643,-10.619011067947584,-8.730677190710823,-6.645595667560986,-8.77136546810055,-4.532335620078544,-3.0624797297323703,-4.132941465134368,-4.053103316847288,-3.981787411456726
17351,865.1905275810817,872.1671456803085,879.1442370481561,-4.238321919619483,-4.202232262788708,-4.16152217062789,-10.165212748590974,-8.475753227071532,-7.937254843413484,-5.491248937810092,-5.422263171472123,-5.353134591022594,-6.045880965760572,-5.112884132443127,-4.5823894186632605,-5.2034407373971465,-5.165477956954598,-5.1296500299526135
17352,352.27392297746485,359.5910287434725,367.93067730091815,-11.083953066820513,-8.81717362905525,-6.840308273087074,-4.778507678591651,-4.515792413438871,-4.249214572162266,-4.338727540471353,-4.2376302321228785,-4.127852319716074,-3.477740985300095,-3.1637493019821266,-2.8279821932791083,-6.155721533607003,-5.998509924725942,-5.854539684631698
17353,649.0491321069125,654.8471969060898,661.4838645493711,-3.276142411828682,-3.221720745963321,-3.170403187098112,-5.076931562068376,-4.930442774332612,-4.785091637186751,-11.187178797860064,-9.398593611581875,-7.544156949697106,-10.769484884884143,-7.996491894682323,-5.576932678189625,-4.935040094353309,-4.892906722104536,-4.849421535614852
17354,657.2421955145885,679.1279581793613,700.4105566957436,-5.0880187366110015,-4.867120550015078,-4.660727057577271,-7.9150521924136115,-7.454386879503316,-7.086467422459249,-6.100558616598853,-5.917436318154529,-5.734004155798037,-7.456008671682884,-5.62182351602304,-4.952916507186075,-6.752777361702139,-6.357302205983598,-6.094526845325762
17355,1326.6452543614196,1344.4643641646096,1362.4475884534484,-4.202702925138782,-4.114576970876032,-4.028967693648906,-7.601897583388244,-7.023573892869872,-6.680351557336946,-4.146729433647842,-4.080825747639678,-4.020299557388397,-10.443735181852492,-7.461342414539356,-4.688335583443173,-11.045273980052752,-8.853546734197256,-6.893186163956175
17356,1073.5399705653654,1089.0754844547773,1103.5102770329504,-3.1550001836742028,-3.0686013441941085,-2.9815658200048256,-11.156135148235675,-9.595155419640825,-8.101217187234887,-4.028674549586438,-3.9519895961995504,-3.871091077734755,-7.7877960554076395,-4.464367986100707,-3.6974192235556664,-10.949851965630776,-8.576942930931887,-6.161738053307864
17357,2126.8938020940495,2169.3858524732586,2209.622085042187,-11.119394811775614,-9.224881396227858,-7.347689093213041,-4.437489835744902,-4.325388609030527,-4.194767915454308,-11.147467287348658,-8.964413983397279,-7.0325857698089305,-10.589059728913414,-7.551087667489176,-4.910492062330887,-5.05942639292765,-5.005471922726493,-4.949431729021445
17358,1250.6415159015726,1271.3718542735426,1290.731007766668,-4.360253702579411,-4.293758906365327,-4.2136981938914575,-5.313399810886729,-5.189353642125837,-5.069479104131416,-11.21144741991687,-9.497499788802312,-7.789301271407858,-6.258100610564612,-4.347618998431236,-3.71310423913059,-5.3985488983312235,-5.313837803757322,-5.240039463136866
17359,634.9427515825947,641.7696258049922,647.9895335628161,-4.724746952305076,-4.651302859075276,-4.578990385417209,-10.709293450306571,-8.904530396900157,-7.968220304667137,-10.88325958954687,-8.417415011342039,-6.8808281555288495,-3.2558960993981465,-3.0049524606334717,-2.770729953313509,-4.919873281061589,-4.879148387193285,-4.8383506631669055
17360,2048.509506261004,2090.188764404055,2133.039640422153,-4.250785410720718,-4.155759233743155,-4.067638266542494,-5.454005707028583,-5.249966763410711,-5.03569160256468,-11.069991365190953,-8.97203565257637,-6.6446330138495675,-10.361910838710589,-6.720525318176217,-4.019025124879456,-4.7058375245747275,-4.585520729922615,-4.4656998379020125
17361,950.7574719389804,964.2192740731414,979.4164801930286,-3.448107670688706,-3.364905818584097,-3.291533202050801,-10.101541057408461,-8.052604913488612,-7.341077978523064,-11.117887859966173,-9.434801473833273,-7.688271360645899,-8.512345986075259,-4.869908143581013,-3.9855211122959644,-5.359585361985369,-5.253793454454264,-5.167547206509789
17362,248.90556737624757,254.3223286179288,258.6098473624934,-4.327418161116147,-4.177713737488528,-4.024871903652611,-6.443385399615288,-6.010448583615439,-5.5589712392139266,-5.106239246045759,-4.976710479341667,-4.861057543819294,-4.042746304519426,-3.6328866708418115,-3.2355955627348587,-11.251905677698579,-9.615250395973982,-7.93880989302967
17363,1274.2002395584175,1287.1572228242928,1301.5541441924063,-4.0577427592903,-3.9928892348012406,-3.924369026560264,-11.227315822779634,-9.745837689775751,-8.159931044984248,-3.5281857925062896,-3.47080579921274,-3.4175293213925704,-10.393319854094202,-7.445799022840301,-4.8255296110357655,-10.817581323392346,-8.672407084099701,-6.227527955728962
17364,1408.8301160008045,1425.1541249728523,1443.6921097798017,-11.026082800595873,-9.285102047531941,-7.0827932862994505,-6.346604311163272,-6.169546024465681,-5.99640772518759,-3.929686403449053,-3.889354270746028,-3.8474383374920307,-4.492392243181773,-3.35012628489772,-2.880172077272806,-11.007339024095614,-9.146849794663208,-7.25782438008304
17365,1090.0482340393896,1097.2245072693818,1103.8812179894935,-10.732793308421373,-8.257973912896613,-7.304696848188739,-6.09117460733705,-6.019097490866754,-5.955108704135817,-6.4850784814325575,-6.3957264641021325,-6.297891518390647,-3.991312533324506,-3.8031459257888853,-3.6336186568250466,-11.13291769314661,-9.32109713369594,-7.690413541665564
17366,612.1439817876919,624.2164558094364,636.8770418188211,-11.170236024422639,-9.404103284933875,-7.700550467267378,-4.362453534662979,-4.193128148529668,-4.005533165967415,-6.357405803547975,-6.200353642035106,-6.045294129908569,-9.047894286024126,-5.534653952400545,-4.616527878169946,-11.243846513446835,-9.621381832793361,-7.9566627399459975
17367,1692.9700159294407,1729.922862898069,1765.5864541905548,-5.121074289538518,-5.035049803804178,-4.944475714369044,-5.313948286841396,-5.166667401518345,-5.01566051554946,-5.39531630383018,-5.310004093547385,-5.218181117863584,-10.67301382054096,-7.487403935413696,-5.040183369651159,-10.94345788659052,-8.752544393640802,-6.824987242977868
17368,490.4055953873365,495.83425153161875,501.0511003942938,-5.0451242656298625,-4.916803400978247,-4.8021424045500245,-5.363459970450105,-5.1322539630475825,-4.891141810235574,-11.17021363150687,-9.232527154193543,-7.404792650038521,-8.908683215038735,-5.897681097862548,-5.010346378919303,-4.096212832029497,-4.0524417839551266,-4.006669054539909
17369,423.42334056120217,429.0300947284545,435.1008032879478,-4.565575230959905,-4.346084063083529,-4.1648790695534865,-6.437486424093544,-6.101617827037402,-5.771632125595081,-3.7269500064561205,-3.6576065188313382,-3.5938490468062927,-8.84264083805016,-6.112201473474142,-5.3023887650761035,-4.400761120079835,-4.3370597346611115,-4.274137291612341
17370,2696.091469873637,2739.6709859640305,2782.0233959926363,-11.055401685488945,-8.855640061684026,-6.897201890694241,-4.309393495936013,-4.189535893182972,-4.075285620381779,-11.024898292502284,-8.929633438031074,-6.7405017524135955,-8.897535466485504,-4.168133422656747,-3.294363343439031,-4.572497481270109,-4.532135222006323,-4.487794079187009
17371,2206.822973897127,2248.3177625166027,2289.828596734685,-10.91807038121579,-8.62053086627399,-6.837613825575417,-8.482242825378307,-7.406046023527101,-7.040830810588763,-4.942721589205237,-4.873802856031765,-4.808145010476197,-3.3739072305447606,-3.033801029983125,-2.7286398975093675,-10.42335271365273,-7.077301287915538,-6.184414309000154
17372,1520.7801056270557,1540.8505340830773,1560.371536315108,-11.138838842866843,-9.347065278368856,-7.687820013577469,-8.100600844008623,-7.7697893236990225,-7.491823710328177,-5.458704816076596,-5.40129159994685,-5.341286547833229,-4.7589297863937965,-4.3100320788922675,-3.938887831871356,-6.849543951958131,-6.563914641039913,-6.406813394521498
17373,659.8930122172992,672.6680227323615,685.3164964447376,-11.129503236307292,-9.287249549994568,-7.561918873186427,-7.937024051852426,-7.435998190932002,-7.02895504622586,-5.632031946767962,-5.523154429942458,-5.412982762118714,-3.8925981512911636,-3.511900242429066,-3.15100502437364,-11.171387910720165,-9.326969868110806,-7.593581580299622
17374,578.495958475765,595.6672956011506,613.6513342703065,-3.73586719571568,-3.531553629366897,-3.3566997180586386,-9.548460658440304,-8.064146704895885,-7.429176509211106,-11.201014390728716,-9.570440767325014,-7.932801535335207,-4.247790029544573,-3.788978439599207,-3.3597899635937147,-10.814225407524566,-8.43472287337165,-6.744530543559995
17375,653.8733795356121,688.7846131996549,722.9988709404203,-5.583607475456743,-5.147529184040306,-4.782761545806321,-6.014677679284096,-5.62395640154757,-5.25235723119635,-5.6323848077714285,-5.392017732772769,-5.139065698030649,-10.497288658432668,-7.3861949077939535,-5.5554145546807545,-5.737994122953701,-5.471362165172621,-5.228081284943736
17376,1849.6568781604708,1882.2777510388016,1915.7080690547941,-10.90342050063951,-8.745492561021857,-7.059603117585754,-11.068984569732692,-9.685983247278863,-8.35866480530115,-5.06219935791084,-4.997482148163463,-4.932202830014124,-3.7588781254151846,-3.4428285929906024,-3.160993930767006,-10.568110956448882,-7.961094725902191,-6.537569455811756
17377,1716.8007802558102,1742.6053870755463,1767.9132610087488,-11.09938729559013,-9.051687124745072,-6.963442164985735,-6.590985841377916,-6.37344660491014,-6.1806070180852855,-9.299986009197713,-5.930760624434682,-5.515432126897601,-10.437812577903586,-7.182843566525315,-4.641912292567807,-4.453962034725592,-4.401798992398545,-4.352322445753825
17378,1407.537791094124,1427.547832272601,1448.8358230078043,-11.046884915213058,-8.79109339656973,-6.656731917336899,-5.219787011015654,-5.064386450503901,-4.923146791340123,-11.223137831644754,-9.25593898708954,-7.09844399822287,-10.715868216263113,-8.02340538552377,-4.907322493435419,-4.241288642676337,-4.180709238402798,-4.123003895576897
